,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,0.0,0.0,0.0,0.160223126411438,-0.038870811462402344,-0.05745852298502996,0.29110437631607056,-0.1163567304611206,-0.07766611061458661,0.4116830825805664,-0.18039506673812866,-0.09594124488000944,0.5103928446769714,-0.2158464789390564,-0.11306402764682844,0.19353187084197998,-0.261255145072937,0.009805934248220183,0.23521441221237183,-0.351054310798645,0.004074619361858822,0.2524109482765198,-0.408932089805603,-0.013550498778272413,0.25775671005249023,-0.4547407031059265,-0.030698134819317602,0.09306550025939941,-0.2792568802833557,0.007103552786361433,0.11933401226997375,-0.3887433409690857,0.010039060121130206,0.132287859916687,-0.4549518823623657,-0.005408544814486049,0.1408308744430542,-0.5099340379238129,-0.019552796403218053,-0.009735405445098877,-0.2749217748641968,-0.007842390122164034,-0.01141434907913208,-0.3822367787361145,-0.02259834043150022,0.0032296180725097656,-0.44752979278564453,-0.04807002774839475,0.015155017375946045,-0.5005593597888947,-0.06705694578056409,-0.12065540254116058,-0.24900850653648376,-0.029968609357524656,-0.17978039383888245,-0.3396260440349579,-0.05698075077896192,-0.21415162086486816,-0.3971652090549469,-0.07332524589662626,-0.23568132519721985,-0.45267605781555176,-0.08364220641021802
1,0.0,0.0,0.0,0.16052675247192383,-0.05111098289489746,-0.05399137532731402,0.29272574186325073,-0.1267474889755249,-0.0774630585910927,0.41390877962112427,-0.1913788914680481,-0.10263064301034319,0.5217471718788147,-0.2244253158569336,-0.12706121599694598,0.19566071033477783,-0.27061590552330017,0.011483009137009503,0.23599189519882202,-0.3593512177467346,-0.004123777918721316,0.24897527694702148,-0.4149159789085388,-0.02830884216746199,0.25372135639190674,-0.4611169695854187,-0.04887176102420199,0.09663718938827515,-0.28608664870262146,0.005053442135249497,0.1257619857788086,-0.3988499641418457,-0.0009492609642620664,0.13800954818725586,-0.4618024230003357,-0.01863774827143061,0.14886906743049622,-0.5164207220077515,-0.0346246304216038,-0.0035103261470794678,-0.28011971712112427,-0.014223015703464625,-0.0016109049320220947,-0.3873114287853241,-0.03444401717206347,0.01449054479598999,-0.4518585801124573,-0.0561116690041672,0.030601143836975098,-0.5042959451675415,-0.07268357819339144,-0.11463181674480438,-0.25571128726005554,-0.04109011760374415,-0.17666536569595337,-0.3423960506916046,-0.06946409291049349,-0.20917469263076782,-0.40244922041893005,-0.08337180858870852,-0.2299908995628357,-0.46036797761917114,-0.09247194772979128
2,0.0,0.0,0.0,0.16437456011772156,-0.05065685510635376,-0.04835273211108415,0.2995986044406891,-0.12622660398483276,-0.06904542704330652,0.4216223657131195,-0.18903368711471558,-0.09209281464325159,0.5293844044208527,-0.2179960012435913,-0.11543216814504831,0.20270749926567078,-0.2660466134548187,0.00764900746537478,0.24446532130241394,-0.3574712872505188,-0.009297872681486297,0.25788673758506775,-0.4137117266654968,-0.03264831264721124,0.2620690166950226,-0.4588588774204254,-0.05239025761591165,0.10318320989608765,-0.28127819299697876,-0.0010568325150188684,0.13441237807273865,-0.39507463574409485,-0.010473729830550838,0.1491188108921051,-0.45940446853637695,-0.029264484320151496,0.1607714593410492,-0.5146408677101135,-0.045617061455118346,0.002065211534500122,-0.2753027379512787,-0.021646988366114783,0.002761751413345337,-0.38482555747032166,-0.04479067285762994,0.018175095319747925,-0.4509214162826538,-0.06982074191080301,0.03422361612319946,-0.5051095187664032,-0.08845506121622293,-0.10874350368976593,-0.2513129711151123,-0.04877681170808046,-0.17022034525871277,-0.3384018838405609,-0.07957118262754648,-0.202862948179245,-0.3972424566745758,-0.09624618550049036,-0.22346168756484985,-0.45445752143859863,-0.10737184693323343
3,0.0,0.0,0.0,0.15943142771720886,-0.05131042003631592,-0.05210993170800293,0.29375597834587097,-0.12634414434432983,-0.0756148482865342,0.41368260979652405,-0.18951523303985596,-0.09991406008663262,0.5204146802425385,-0.2228514552116394,-0.12444772675695503,0.19859352707862854,-0.2655467391014099,-0.005435255468512423,0.2395237386226654,-0.3596808910369873,-0.02821373298826302,0.25092872977256775,-0.4180355370044708,-0.05574286460938538,0.2546173632144928,-0.46520376205444336,-0.07827139750185097,0.09853458404541016,-0.2815267741680145,-0.01304262887748564,0.12451523542404175,-0.3983519375324249,-0.028710526526595004,0.1359817087650299,-0.46549859642982483,-0.05293425276937569,0.1438189446926117,-0.5204455256462097,-0.07374326244058693,-0.0024479329586029053,-0.2751358151435852,-0.031769597083950885,-0.0007395148277282715,-0.38695788383483887,-0.0591014373308667,0.012638896703720093,-0.4545052647590637,-0.08826346054735268,0.02564084529876709,-0.5078752040863037,-0.11035142943325127,-0.11146971583366394,-0.25046491622924805,-0.05673551291289414,-0.17043933272361755,-0.33713728189468384,-0.09047606691780175,-0.20264273881912231,-0.39688682556152344,-0.10985987737836922,-0.22404325008392334,-0.4535236954689026,-0.12316496774616326
4,0.0,0.0,0.0,0.15917152166366577,-0.04998987913131714,-0.05586742658147159,0.29178011417388916,-0.12522006034851074,-0.08173476953038517,0.40624523162841797,-0.19189727306365967,-0.10738829571732822,0.5115545392036438,-0.22957271337509155,-0.13292953420409503,0.19530457258224487,-0.2629992365837097,-0.011649864278524547,0.24141472578048706,-0.3567347526550293,-0.03771004874238315,0.2629055380821228,-0.41443291306495667,-0.06592793066033664,0.2780425548553467,-0.46195000410079956,-0.08833169985541645,0.09364542365074158,-0.27966761589050293,-0.01837854694554153,0.11814859509468079,-0.3976205587387085,-0.03817419011124912,0.13402628898620605,-0.46549105644226074,-0.06321402687558475,0.14882892370224,-0.5230438709259033,-0.08359297413358036,-0.008031189441680908,-0.27387866377830505,-0.03647236946949306,-0.005715131759643555,-0.3864043653011322,-0.06877846319207492,0.016095131635665894,-0.45437562465667725,-0.0983774368835384,0.03956159949302673,-0.5086864531040192,-0.11942959625253025,-0.11610451340675354,-0.2500750422477722,-0.06084213826784435,-0.1711331009864807,-0.33879613876342773,-0.09825178284177127,-0.1989162266254425,-0.3997255265712738,-0.11826773781308475,-0.2150265872478485,-0.45819056034088135,-0.1312497114015514
5,0.0,0.0,0.0,0.15789192914962769,-0.04672801494598389,-0.05937285720494856,0.29122161865234375,-0.12511736154556274,-0.08765219151166548,0.39961671829223633,-0.1964195966720581,-0.1141469776549684,0.5052365064620972,-0.2383241057395935,-0.14100398122457136,0.2035263180732727,-0.2592516839504242,-0.029692709437881604,0.25537216663360596,-0.35615408420562744,-0.062277484677110806,0.2778460383415222,-0.4168574810028076,-0.09288641809609999,0.29192763566970825,-0.46676769852638245,-0.11660572885659803,0.1003650426864624,-0.2771367132663727,-0.03614975511220564,0.12629270553588867,-0.39662593603134155,-0.06351500003722776,0.14024370908737183,-0.4676862359046936,-0.09186244010118116,0.15037351846694946,-0.5271691083908081,-0.11387514322188963,-0.003100574016571045,-0.2712987959384918,-0.05296239628580679,0.0011351406574249268,-0.38549697399139404,-0.0907685682096826,0.022251278162002563,-0.4560682475566864,-0.12182549386409391,0.04416835308074951,-0.5130350887775421,-0.1432367712178575,-0.11254052817821503,-0.24643602967262268,-0.07568388431457151,-0.16499236226081848,-0.3353196680545807,-0.11792707442430128,-0.1906616985797882,-0.39660724997520447,-0.13951550423291792,-0.20597520470619202,-0.45528945326805115,-0.15267910062459578
6,0.0,0.0,0.0,0.15703696012496948,-0.04588496685028076,-0.05915050304497527,0.2901188135147095,-0.12668240070343018,-0.08699514440263556,0.39942896366119385,-0.19882184267044067,-0.112658386146677,0.50275057554245,-0.24374577403068542,-0.13860965988601492,0.20625489950180054,-0.26046621799468994,-0.03367950490678595,0.2602214217185974,-0.3600577116012573,-0.06839801839555548,0.282076895236969,-0.4219428300857544,-0.1001391681190853,0.2956187129020691,-0.47247251868247986,-0.12441124490464972,0.10342288017272949,-0.27798205614089966,-0.040650025969398484,0.12892380356788635,-0.3981360197067261,-0.069470708286417,0.14440757036209106,-0.4696800708770752,-0.09904510251249121,0.15577107667922974,-0.5296719372272491,-0.12208069584335135,0.0009387433528900146,-0.2717435956001282,-0.057704360252273545,0.0054239630699157715,-0.3855190873146057,-0.09571697286332892,0.027709513902664185,-0.4566517174243927,-0.12695014200176047,0.05054357647895813,-0.5148956179618835,-0.14902177176441,-0.10653766989707947,-0.24648237228393555,-0.08062910011972235,-0.15862995386123657,-0.3354684114456177,-0.12313331387008475,-0.1835077702999115,-0.39712363481521606,-0.14491240403617667,-0.19751113653182983,-0.45648762583732605,-0.15845666549171256
7,0.0,0.0,0.0,0.1554376184940338,-0.0470394492149353,-0.05890539982374321,0.2892257571220398,-0.1283816695213318,-0.087826400483209,0.39923375844955444,-0.19995427131652832,-0.11488493480737816,0.5029088854789734,-0.24514257907867432,-0.14208695986326347,0.20568138360977173,-0.26164600253105164,-0.03373873927648674,0.25947052240371704,-0.36135679483413696,-0.06787595846708427,0.282787561416626,-0.423450231552124,-0.0983733678704084,0.29745084047317505,-0.473777174949646,-0.12175529398973595,0.10270711779594421,-0.27955350279808044,-0.041459939861852035,0.12839651107788086,-0.40081924200057983,-0.07016576775367867,0.1443677544593811,-0.47215425968170166,-0.09826420941408287,0.15644845366477966,-0.5317105352878571,-0.1197589183693708,0.00036770105361938477,-0.2736009359359741,-0.05925412052329193,0.004258692264556885,-0.38837215304374695,-0.09723830916937004,0.028380513191223145,-0.4591448903083801,-0.12694057025964867,0.05319860577583313,-0.5164248049259186,-0.14772752621229301,-0.10662700235843658,-0.24845939874649048,-0.08296712436731468,-0.15946784615516663,-0.338329941034317,-0.12566565671022545,-0.18461516499519348,-0.40067341923713684,-0.14690173366125236,-0.19850924611091614,-0.46014606952667236,-0.15979696013982903
8,0.0,0.0,0.0,0.15652066469192505,-0.044519662857055664,-0.05913969537959929,0.2884299159049988,-0.12563514709472656,-0.08652972466097708,0.39696186780929565,-0.19967180490493774,-0.11194556242571707,0.5017842650413513,-0.2444918155670166,-0.1380571652089202,0.2080937623977661,-0.258239209651947,-0.03474117851601477,0.2627844214439392,-0.3580963611602783,-0.07081666624890204,0.28597068786621094,-0.4199497103691101,-0.10340262985573645,0.30067145824432373,-0.47029680013656616,-0.1284327436123931,0.10489079356193542,-0.27660876512527466,-0.04188476539002295,0.13183552026748657,-0.39810657501220703,-0.07283934241877432,0.14802441000938416,-0.4707189202308655,-0.10451527721033926,0.15943843126296997,-0.5305463671684265,-0.129064612451657,0.0014669597148895264,-0.2701553702354431,-0.058980409417017654,0.0034219026565551758,-0.3841850459575653,-0.0989801291261756,0.025738000869750977,-0.45543336868286133,-0.13327396697150107,0.0493645966053009,-0.5134590864181519,-0.15755533463106985,-0.10619331896305084,-0.24455249309539795,-0.08173105156765814,-0.1589471697807312,-0.33253931999206543,-0.12658899313555594,-0.1843096911907196,-0.39452338218688965,-0.15127185768233176,-0.1982659101486206,-0.45437878370285034,-0.16703107244120474
9,0.0,0.0,0.0,0.15339109301567078,-0.045310378074645996,-0.06146206960181644,0.2842320203781128,-0.12662827968597412,-0.09159378588299205,0.39081472158432007,-0.2008097767829895,-0.11912577480177333,0.4954736828804016,-0.24942180514335632,-0.14701934784750392,0.20147407054901123,-0.26460397243499756,-0.03987818464736392,0.25225526094436646,-0.36937767267227173,-0.07545621574024608,0.27145272493362427,-0.4346194863319397,-0.1072155076275294,0.28102928400039673,-0.48958101868629456,-0.13242921859125545,0.09800264239311218,-0.2809588611125946,-0.04738530397514751,0.1239202618598938,-0.40261268615722656,-0.07926425963739803,0.13999569416046143,-0.4761204719543457,-0.1115962553034251,0.15036165714263916,-0.537724107503891,-0.13683564096788814,-0.005756795406341553,-0.2730201780796051,-0.06454240411619594,-0.0029543638229370117,-0.38695740699768066,-0.10528219372133663,0.023391008377075195,-0.458036333322525,-0.13847162455419948,0.04960772395133972,-0.5161450207233429,-0.16204019516806056,-0.11507482826709747,-0.24626505374908447,-0.08744946003059795,-0.16997045278549194,-0.3367849588394165,-0.13233313590387752,-0.19584321975708008,-0.3991324305534363,-0.15554343789915492,-0.2111276388168335,-0.458879292011261,-0.17019539207319667
